instance_name,year,category,family,n_vars,n_clauses,file_size_kb
extension-enforcement_non-strict_stb_200_0.1_4_10_2.wcnf,2021,ms,argumentation,76190,188290,3809
fault-diagnosis-s38584_nan_explicit_10_0.wcnf,2023,ms,fault,,,29625
fault-diagnosis-s38584_nan_explicit_15_0.wcnf,2024,ms,fault,,,20556
fault-diagnosis-s38584_nan_explicit_16_0.wcnf,2024,ms,fault,,,18641
fault-diagnosis-s38584_nan_explicit_18_0.wcnf,2024,ms,fault,,,17776
fault-diagnosis-s38584_nan_explicit_27_0.wcnf,2024,ms,fault,,,14753
fault-diagnosis-s38584_nan_explicit_33_0.wcnf,2024,ms,fault,,,13553
fault-diagnosis-s38584_nan_explicit_9_0.wcnf,2023,ms,fault,,,19370
formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,2021,wms,formula,868999,7032301,186181
formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_6.wcnf,2021,wms,formula,817218,6821348,213487
formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,2021,ms,formula,868999,7032301,186181
formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,2021,wms,formula,17942,143518,7079
formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4.wcnf,2021,wms,formula,6464,79480,3056
formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,2021,wms,formula,6715,53751,1621
formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,2021,wms,formula,6464,79480,3056
formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,2021,ms,formula,56871,486707,72771
formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf,2021,wms,formula,17339,275901,10154
formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5.wcnf,2021,wms,formula,59786,489120,20271
formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6.wcnf,2021,wms,formula,63183,464393,13646
formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,2021,ms,formula,59829,719171,51756
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_2.wcnf,2021,wms,formula,82071,660735,17172
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_3.wcnf,2021,wms,formula,215794,1782742,61812
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,2021,wms,formula,73372,715744,22658
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,2021,wms,formula,296131,2369263,80579
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6.wcnf,2021,wms,formula,229175,1784351,49058
formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,2021,ms,formula,215691,1756683,57876
frb-frb40-19-2.partial.wcnf,2024,ms,frb,,,562
frb-frb40-19-4.partial.wcnf,2024,ms,frb,,,565
frb_wt-frb40-19-3.wcnf,2024,wms,frb,,,638
frb_wt-frb40-19-4.wcnf,2024,wms,frb,,,647
g10_n13e12_n13e12_n14e13_n14e13_n14e13_n14e13_n14e13_n15e13_n15e14_n15e14.wcnf,2020,ms,g10,1438,17821,271
g2_n13e12_n46e57.wcnf,2020,ms,other,410,8763,126
g2_n35e34_n58e61.wcnf,2021,ms,other,979,38108,617
g2_n42e55_n44e53.wcnf,2020,ms,other,531,10690,179
g2_n57e60_n61e85.wcnf,2020,ms,other,1015,32193,539
g2_n61e68_n73e75.wcnf,2020,ms,other,1169,41868,726
g2_n63e71_n74e99.wcnf,2020,ms,other,1313,51184,896
g2_n67e83_n68e73.wcnf,2020,ms,other,1231,41436,741
g3_n46e48_n58e61_n75e81.wcnf,2020,ms,other,2725,131592,2371
g4_n47e58_n55e66_n61e85_n67e83.wcnf,2020,ms,other,2117,67496,1267
g4_n56e84_n61e85_n62e78_n63e71.wcnf,2020,ms,other,2602,86091,1598
gen-hyper-tw-GenHyperTW_2bitcomp_5.wcnf,2023,ms,gen,,,59107
gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3.wcnf,2023,ms,gen,,,6111
gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3.wcnf,2023,ms,gen,,,6267
gen-hyper-tw-GenHyperTW_atv_partial_system.wcnf,2024,ms,gen,,,63598
gen-hyper-tw-GenHyperTW_b01.wcnf,2023,ms,gen,,,4117
gen-hyper-tw-GenHyperTW_b06.wcnf,2024,ms,gen,,,4838
gen-hyper-tw-GenHyperTW_dubois28.wcnf,2023,ms,gen,,,30769
gen-hyper-tw-GenHyperTW_dubois29.wcnf,2023,ms,gen,,,33341
gen-hyper-tw-GenHyperTW_flat30-1.wcnf,2024,ms,gen,,,53162
gen-hyper-tw-GenHyperTW_flat30-99.wcnf,2023,ms,gen,,,53162
gen-hyper-tw-GenHyperTW_grid3d_5.wcnf,2024,ms,gen,,,8579
gen-hyper-tw-GenHyperTW_grid4d_3.wcnf,2023,ms,gen,,,2671
gen-hyper-tw-GenHyperTW_hole8.wcnf,2024,ms,gen,,,35613
gen-hyper-tw-GenHyperTW_par8-1-c.wcnf,2023,ms,gen,,,20174
gen-hyper-tw-GenHyperTW_par8-2-c.wcnf,2024,ms,gen,,,22981
gen-hyper-tw-GenHyperTW_pret60_25.wcnf,2023,ms,gen,,,11762
gen-hyper-tw-GenHyperTW_s208.wcnf,2023,ms,gen,,,52220
gen-hyper-tw-GenHyperTW_uf20-01.wcnf,2023,ms,gen,,,1409
gen-hyper-tw-GenHyperTW_uf20-099.wcnf,2024,ms,gen,,,1409
gen_add_4_carry_33.wcnf,2022,ms,crypto,,,1670
gen_add_6_991.wcnf,2021,ms,crypto,4300,83039,7963
gen_cvc-add7to3_9999.wcnf,2020,ms,gen,1220,10957,630
gen_mult_3_5_9999.wcnf,2020,ms,crypto,768,6869,595
gen_mult_3_6_9999.wcnf,2020,ms,crypto,1044,12419,1552
gen_mult_4_5_33.wcnf,2020,ms,crypto,4754,63561,11565
gen_mult_4_5_399.wcnf,2020,ms,crypto,4754,42841,5333
gen_mult_4_5_991.wcnf,2020,ms,crypto,4754,7643,661
gen_mult_4_5_9999.wcnf,2022,ms,crypto,,,5309
gen_mult_4_6_991.wcnf,2022,ms,crypto,,,3289
gen_mult_4_6_9999.wcnf,2020,ms,crypto,11561,171411,57736
gen_mult_4_7_991.wcnf,2022,ms,crypto,,,12334
gen_mult_5_5_399.wcnf,2022,ms,crypto,,,15428
gen_mult_5_5_991.wcnf,2022,ms,crypto,,,2911
gen_mult_5_5_9999.wcnf,2020,ms,crypto,14256,99731,17382
gen_square_5_9999.wcnf,2020,ms,gen,1742,78625,26761
generalized-ising_wt-IS11_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS12_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS13_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS15_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS16_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic.wcnf,2023,wms,generalized,,,1402
haberman.wcnf,2021,ms,haberman,19358,214374,5886
hamming10-2.clq.wcnf,2020,ms,hamming10,41,1640,17
hamming10-4.clq.wcnf,2021,ms,hamming10,1024,90624,1308
hamming6-2.clq.wcnf,2020,wms,hamming6,64,3648,39
hamming8-2.clq.wcnf,2020,ms,hamming8,43,1806,19
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-12.wcnf,2024,wms,haplotyping,,,68146
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-13.wcnf,2024,wms,haplotyping,,,71984
hea.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf,2022,wms,hea,,,172447
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,2022,wms,hea,,,12740
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5.wcnf,2022,wms,hea,,,12740
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,2022,ms,hea,,,12740
hea.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,2022,wms,hea,,,45574
heart-c.wcnf,2021,ms,heart,19400,285696,8111
heart-h.wcnf,2020,ms,heart,26903,358943,10104
heart-statlog.wcnf,2020,ms,heart,18664,251072,7122
heart_train_0_CNF_5_1.wcnf,2020,ms,heart,1047,8111,143
heart_train_1_DNF_3_1.wcnf,2020,ms,heart,809,5769,92
heart_train_4_CNF_5_1.wcnf,2020,ms,heart,1047,8111,143
hs-timetabling-GreeceWesternGreeceUniversityInstance4.xml.wcnf,2024,ms,phylogenetics,,,10728
hs-timetabling_wt-BrazilInstance1.xml.wcnf,2023,wms,phylogenetics,,,424
hs-timetabling_wt-BrazilInstance2.xml.wcnf,2023,wms,phylogenetics,,,1099
hs-timetabling_wt-BrazilInstance4.xml.wcnf,2023,wms,phylogenetics,,,2332
hs-timetabling_wt-BrazilInstance5.xml.wcnf,2023,wms,phylogenetics,,,2378
hs-timetabling_wt-BrazilInstance6.xml.wcnf,2023,wms,phylogenetics,,,2632
hs-timetabling_wt-BrazilInstance7.xml.wcnf,2023,wms,phylogenetics,,,3897
hs-timetabling_wt-FinlandSecondarySchool.xml.wcnf,2023,wms,phylogenetics,,,9950
hs-timetabling_wt-ItalyInstance4.xml.wcnf,2023,wms,phylogenetics,,,24850
hugebubbles-00020.wcnf,2022,wms,hugebubbles,,,1093725
hungarian.wcnf,2020,ms,hungarian,26903,358943,10261
hyp.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,2022,ms,hyp,,,49656
inconsistency-measurement-im-contension-A-2-grd_1697_5_7.tgf.pl.wcnf,2024,ms,inconsistency,,,5048
inconsistency-measurement-im-contension-A-2-grd_1948_5_1.tgf.pl.wcnf,2024,ms,inconsistency,,,6851
inconsistency-measurement-im-contension-A-2-grd_3018_3_7.tgf.pl.wcnf,2024,ms,inconsistency,,,10299
inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl.wcnf,2023,ms,inconsistency,,,11676
inconsistency-measurement-im-contension-A-2-grd_5178_1_1.tgf.pl.wcnf,2024,ms,inconsistency,,,10559
inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl.wcnf,2023,ms,inconsistency,,,290
inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl.wcnf,2023,ms,inconsistency,,,10297
inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl.wcnf,2023,ms,inconsistency,,,206
inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl.wcnf,2023,ms,inconsistency,,,206
inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl.wcnf,2023,ms,inconsistency,,,13323
inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl.wcnf,2023,ms,inconsistency,,,282
inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl.wcnf,2023,ms,inconsistency,,,206
inconsistency-measurement-im-forgetting-B-3-stb_339_393.tgf.pl.wcnf,2024,ms,inconsistency,,,348
inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl.wcnf,2023,ms,inconsistency,,,314
inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl.wcnf,2023,ms,inconsistency,,,420
inconsistency-measurement-im-forgetting-B-3-stb_696_412.tgf.pl.wcnf,2024,ms,inconsistency,,,339
inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl.wcnf,2023,ms,inconsistency,,,12015
inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl.wcnf,2023,ms,inconsistency,,,8623
inconsistency-measurement-im-forgetting-T-2-stb_265_466.tgf.pl.wcnf,2024,ms,inconsistency,,,264
inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl.wcnf,2023,ms,inconsistency,,,299
inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl.wcnf,2023,ms,inconsistency,,,1389
inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl.wcnf,2023,ms,inconsistency,,,596
inconsistency-measurement-im-hit-A-2-WS_300_16_90_30.tgf.pl.wcnf,2024,ms,inconsistency,,,66
inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl.wcnf,2023,ms,inconsistency,,,1994
inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl.wcnf,2023,ms,inconsistency,,,3020
inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl.wcnf,2023,ms,inconsistency,,,82
inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl.wcnf,2023,ms,inconsistency,,,3019
inconsistency-measurement-im-hit-C-2-stb_304_352.tgf.pl.wcnf,2024,ms,inconsistency,,,71
inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl.wcnf,2023,ms,inconsistency,,,7874
inconsistency-measurement-im-sum-A-2-stb_547_485.tgf.pl.wcnf,2024,ms,inconsistency,,,316
inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl.wcnf,2023,ms,inconsistency,,,264
inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl.wcnf,2023,ms,inconsistency,,,261
inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl.wcnf,2023,ms,inconsistency,,,348
inconsistency-measurement-im-sum-B-3-stb_390_450.tgf.pl.wcnf,2024,ms,inconsistency,,,250
inconsistency-measurement-im-sum-B-3-stb_428_430.tgf.pl.wcnf,2024,ms,inconsistency,,,314
inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl.wcnf,2023,ms,inconsistency,,,319
inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl.wcnf,2023,ms,inconsistency,,,3027
inconsistency-measurement-im-sum-T-1-grd_2130_2_7.tgf.pl.wcnf,2024,ms,inconsistency,,,3827
indo.wcnf,2022,ms,indo,,,985012
inf-road-usa.wcnf,2022,wms,inf,,,1124809
instance10.wcnf,2022,wms,timetabling,,,36289
instance11.wcnf,2022,wms,timetabling,,,19404
instance12.wcnf,2022,wms,timetabling,,,47926
instance2.wcnf,2022,wms,timetabling,,,280
instance3.wcnf,2022,wms,timetabling,,,830
instance4.wcnf,2022,wms,timetabling,,,426
instance5.wcnf,2022,wms,timetabling,,,1101
instance6.wcnf,2022,wms,timetabling,,,1500
instance7.wcnf,2022,wms,timetabling,,,2019
instance8.wcnf,2022,wms,timetabling,,,5681
instance9.wcnf,2022,wms,timetabling,,,23171
ionosphere_train_1_CNF_3_1.wcnf,2020,ms,ionosphere,1086,12653,263
ionosphere_train_1_CNF_4_1.wcnf,2020,ms,ionosphere,1343,16728,360
johnson8-4-4.clq.wcnf,2020,wms,johnson8,70,3710,40
judgment-aggregation-ja-kemeny-preflib-00043-00000180.wcnf,2024,wms,judgment-aggregation,,,24578
judgment-aggregation-ja-kemeny-preflib-00049-00000287.wcnf,2024,wms,judgment-aggregation,,,6156
judgment-aggregation-ja-kemeny-preflib-00049-00000300.wcnf,2024,wms,judgment-aggregation,,,5100
judgment-aggregation-ja-kemeny-preflib-00049-00000334.wcnf,2024,wms,judgment-aggregation,,,2495
judgment-aggregation-ja-kemeny-preflib-00049-00000353.wcnf,2024,wms,judgment-aggregation,,,4851
judgment-aggregation-ja-kemeny-preflib-00049-00000377.wcnf,2024,wms,judgment-aggregation,,,4620
judgment-aggregation-ja-kemeny-preflib-00049-00000451.wcnf,2024,wms,judgment-aggregation,,,20024
judgment-aggregation-ja-kemeny-preflib-00049-00000454.wcnf,2024,wms,judgment-aggregation,,,6440
judgment-aggregation-ja-kemeny-preflib-00049-00000468.wcnf,2024,wms,judgment-aggregation,,,2495
judgment-aggregation-ja-kemeny-preflib-00049-00000614.wcnf,2024,wms,judgment-aggregation,,,4170
judgment-aggregation-ja-kemeny-preflib-00051-00000007.wcnf,2024,wms,judgment-aggregation,,,23888
judgment-aggregation-ja-kemeny-preflib-00051-00000009.wcnf,2024,wms,judgment-aggregation,,,28985
judgment-aggregation-ja-kemeny-preflib-00051-00000011.wcnf,2024,wms,judgment-aggregation,,,30562
judgment-aggregation-ja-maxham-preflib-00049-00000003.wcnf,2024,ms,judgment-aggregation,,,1481
judgment-aggregation-ja-maxham-preflib-00049-00000071.wcnf,2023,ms,judgment-aggregation,,,3544
judgment-aggregation-ja-maxham-preflib-00049-00000092.wcnf,2024,ms,judgment-aggregation,,,1834
judgment-aggregation-ja-maxham-preflib-00049-00000106.wcnf,2024,ms,judgment-aggregation,,,2751
judgment-aggregation-ja-maxham-preflib-00049-00000157.wcnf,2023,ms,judgment-aggregation,,,2881
judgment-aggregation-ja-maxham-preflib-00049-00000253.wcnf,2023,ms,judgment-aggregation,,,1834
judgment-aggregation-ja-maxham-preflib-00049-00000260.wcnf,2023,ms,judgment-aggregation,,,3867
judgment-aggregation-ja-maxham-preflib-00049-00000272.wcnf,2024,ms,judgment-aggregation,,,4008
judgment-aggregation-ja-maxham-preflib-00049-00000291.wcnf,2024,ms,judgment-aggregation,,,3585
judgment-aggregation-ja-maxham-preflib-00049-00000293.wcnf,2023,ms,judgment-aggregation,,,2751
judgment-aggregation-ja-maxham-preflib-00049-00000295.wcnf,2023,ms,judgment-aggregation,,,2318
judgment-aggregation-ja-maxham-preflib-00049-00000304.wcnf,2024,ms,judgment-aggregation,,,4289
judgment-aggregation-ja-maxham-preflib-00049-00000316.wcnf,2023,ms,judgment-aggregation,,,1627
judgment-aggregation-ja-maxham-preflib-00049-00000333.wcnf,2023,ms,judgment-aggregation,,,2177
judgment-aggregation-ja-maxham-preflib-00049-00000338.wcnf,2023,ms,judgment-aggregation,,,2177
judgment-aggregation-ja-maxham-preflib-00049-00000385.wcnf,2023,ms,judgment-aggregation,,,912
judgment-aggregation-ja-maxham-preflib-00049-00000390.wcnf,2023,ms,judgment-aggregation,,,2177
judgment-aggregation-ja-maxham-preflib-00049-00000444.wcnf,2023,ms,judgment-aggregation,,,1504
judgment-aggregation-ja-maxham-preflib-00049-00000486.wcnf,2023,ms,judgment-aggregation,,,3022
judgment-aggregation-ja-maxham-preflib-00049-00000492.wcnf,2023,ms,judgment-aggregation,,,2740
judgment-aggregation-ja-maxham-preflib-00049-00000511.wcnf,2024,ms,judgment-aggregation,,,3329
judgment-aggregation-ja-maxham-preflib-00049-00000512.wcnf,2023,ms,judgment-aggregation,,,3585
judgment-aggregation-ja-maxham-preflib-00049-00000516.wcnf,2024,ms,judgment-aggregation,,,2600
judgment-aggregation-ja-maxham-preflib-00049-00000517.wcnf,2023,ms,judgment-aggregation,,,3867
judgment-aggregation-ja-maxham-preflib-00049-00000540.wcnf,2023,ms,judgment-aggregation,,,3223
judgment-aggregation-ja-maxham-preflib-00049-00000562.wcnf,2024,ms,judgment-aggregation,,,1957
judgment-aggregation-ja-slater-preflib-00043-00000180.wcnf,2023,ms,judgment-aggregation,,,24576
judgment-aggregation-ja-slater-preflib-00043-00000196.wcnf,2024,ms,judgment-aggregation,,,28216
judgment-aggregation-ja-slater-preflib-00049-00000107.wcnf,2024,ms,judgment-aggregation,,,3550
judgment-aggregation-ja-slater-preflib-00049-00000135.wcnf,2023,ms,judgment-aggregation,,,3750
judgment-aggregation-ja-slater-preflib-00049-00000405.wcnf,2023,ms,judgment-aggregation,,,3172
judgment-aggregation-ja-slater-preflib-00049-00000451.wcnf,2023,ms,judgment-aggregation,,,20022
judgment-aggregation-ja-slater-preflib-00049-00000468.wcnf,2023,ms,judgment-aggregation,,,2495
judgment-aggregation-ja-slater-preflib-00051-00000008.wcnf,2023,ms,judgment-aggregation,,,26720
judgment-aggregation-ja-slater-preflib-00051-00000011.wcnf,2023,ms,judgment-aggregation,,,30562
lam.20-100-frag12-0.wcnf,2022,ms,lam,,,9689
lam.20-100-frag12-45.wcnf,2022,ms,lam,,,15244
lam.20-100-frag12-56.wcnf,2022,ms,lam,,,9925
lam.20-100-frag12-79.wcnf,2022,ms,lam,,,13226
lam.20-100-lambda100-53.wcnf,2022,ms,lam,,,4165
lam.20-100-lambda100-59.wcnf,2022,ms,lam,,,4430
lam.20-100-lambda100-89.wcnf,2022,ms,lam,,,3830
lam.20-100-lambda100-95.wcnf,2022,ms,lam,,,4258
lam.20-100-p100-55.wcnf,2022,ms,lam,,,25295
lam.20-100-p100-72.wcnf,2022,ms,lam,,,29101
lam.20-100-p100-86.wcnf,2022,ms,lam,,,25323
lam.20-100-p100-97.wcnf,2022,ms,lam,,,25381
limits-10-10_data-1_inst-044_30m.sm-extracted.wcnf,2022,wms,limits,,,294159
limits-10-10_data-2_inst-003_30m.sm-extracted.wcnf,2020,wms,limits,6324148,14847765,489328
limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf,2020,wms,limits,8305647,19960198,662872
limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf,2022,wms,limits,,,800175
limits-10-10_data-4_inst-003_60m.sm-extracted.wcnf,2020,wms,limits,4277374,11341011,356651
lisbon-wedding-1-17.wcnf,2022,wms,misc-combinatorial,,,3785
lisbon-wedding-1-19.wcnf,2022,wms,misc-combinatorial,,,4255
lisbon-wedding-10-18.wcnf,2022,wms,misc-combinatorial,,,2369
lisbon-wedding-10-19.wcnf,2022,wms,misc-combinatorial,,,2507
lisbon-wedding-2-17.wcnf,2020,wms,misc-combinatorial,29152,206694,4389
lisbon-wedding-2-18.wcnf,2020,wms,misc-combinatorial,30876,218879,4659
lisbon-wedding-3-18.wcnf,2022,wms,misc-combinatorial,,,4037
lisbon-wedding-3-19.wcnf,2020,wms,misc-combinatorial,32600,232451,4954
lisbon-wedding-4-17.wcnf,2020,wms,misc-combinatorial,29067,197871,4238
lisbon-wedding-4-19.wcnf,2020,wms,misc-combinatorial,32505,221203,4759
lisbon-wedding-5-19.wcnf,2022,wms,misc-combinatorial,,,4059
lisbon-wedding-6-19.wcnf,2020,wms,misc-combinatorial,32164,218375,4697
lisbon-wedding-7-17.wcnf,2020,wms,misc-combinatorial,28881,196276,4211
lisbon-wedding-7-18.wcnf,2021,wms,misc-combinatorial,30589,207848,4470
lisbon-wedding-7-19.wcnf,2022,wms,misc-combinatorial,,,4089
lisbon-wedding-8-17.wcnf,2020,wms,misc-combinatorial,28847,193964,4167
lisbon-wedding-8-18.wcnf,2022,wms,misc-combinatorial,,,3822
lisbon-wedding-8-19.wcnf,2022,wms,misc-combinatorial,,,4045
lisbon-wedding-9-17.wcnf,2021,wms,misc-combinatorial,28847,193946,4167
lisbon-wedding-9-19.wcnf,2020,wms,misc-combinatorial,32259,216816,4679
lisbon-wedding_wt-lisbon-wedding-1-18.wcnf,2024,wms,misc-combinatorial,,,4018
lisbon-wedding_wt-lisbon-wedding-1-19.wcnf,2024,wms,misc-combinatorial,,,4255
lisbon-wedding_wt-lisbon-wedding-10-17.wcnf,2024,wms,misc-combinatorial,,,2231
lisbon-wedding_wt-lisbon-wedding-10-18.wcnf,2024,wms,misc-combinatorial,,,2369
lisbon-wedding_wt-lisbon-wedding-3-18.wcnf,2024,wms,misc-combinatorial,,,4037
lisbon-wedding_wt-lisbon-wedding-4-17.wcnf,2024,wms,misc-combinatorial,,,3659
lisbon-wedding_wt-lisbon-wedding-5-19.wcnf,2024,wms,misc-combinatorial,,,4059
lisbon-wedding_wt-lisbon-wedding-6-19.wcnf,2024,wms,misc-combinatorial,,,4058
lisbon-wedding_wt-lisbon-wedding-7-18.wcnf,2024,wms,misc-combinatorial,,,3862
lisbon-wedding_wt-lisbon-wedding-7-19.wcnf,2024,wms,misc-combinatorial,,,4089
lisbon-wedding_wt-lisbon-wedding-8-17.wcnf,2024,wms,misc-combinatorial,,,3600
lisbon-wedding_wt-lisbon-wedding-9-17.wcnf,2024,wms,misc-combinatorial,,,3600
lisbon-wedding_wt-lisbon-wedding-9-18.wcnf,2024,wms,misc-combinatorial,,,3822
liver-disorder.wcnf,2022,ms,liver,,,10441
log.1401.wcsp.log.wcnf,2022,wms,log,,,297
log.1405.wcsp.log.wcnf,2022,wms,log,,,636
log.28.wcsp.log.wcnf,2022,wms,log,,,114
logic-synthesis-normalized-test4.pi.opb.msat.wcnf,2023,ms,logic,,,576
lym.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,2022,ms,lym,,,7528
max-realizability_wt-power-distribution_10_7.wcnf,2024,wms,max,,,7319
max-realizability_wt-power-distribution_11_6.wcnf,2024,wms,max,,,9247
max-realizability_wt-power-distribution_11_7.wcnf,2024,wms,max,,,12861
max-realizability_wt-power-distribution_12_7.wcnf,2024,wms,max,,,23284
max-realizability_wt-power-distribution_12_8.wcnf,2023,wms,max,,,30944
max-realizability_wt-robot-navigation_10.wcnf,2023,wms,max,,,22104
max.uaq-max-np-nr200-np700-rpp5-nc50-n8-t3-plb10-n5.wcnf,2022,ms,max,,,105
max.uaq-max-nr-nr160-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,2022,ms,max,,,74
max.uaq-max-nr-nr70-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,2022,ms,max,,,70
maxcut-140-630-0.7-12.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.7-20.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.7-28.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.7-4.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.7-45.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.7-6.wcnf,2021,ms,max-cut,140,1260,14
maxcut-140-630-0.8-1.wcnf,2021,ms,max-cut,140,1258,14
maxcut-140-630-0.8-18.wcnf,2021,ms,max-cut,140,1258,14
maxcut-140-630-0.8-26.wcnf,2021,ms,max-cut,140,1258,14
maxcut-140-630-0.8-39.wcnf,2021,ms,max-cut,140,1258,14
mbd-b14_C-mbd14-0277.wcnf,2023,ms,mbd,,,513
meltdown_min.wcnf,2022,ms,meltdown,,,489845
mes.atcoss_mesat_04.wcnf,2022,ms,atcoss,,,42060
mes.atcoss_mesat_05.wcnf,2022,ms,atcoss,,,40368
mes.atcoss_mesat_10.wcnf,2022,ms,atcoss,,,29509
metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,2021,wms,metro,55334,134538,2982
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,2024,wms,metro,,,2719
min-fill-MinFill_R0_mulsol.i.1.wcnf,2023,ms,min-fill,,,45968
